Line,RECS,UsedAlt_m,GHead_deg,Lat_deg,Lon_deg,Galt_m,Gtm_sec,mereni
830,1994,90,145,49.179653,15.861722,618.50,26228,1356.88
830,1995,87,133,49.179605,15.862067,616.50,26229,1290.28
830,1996,85,123,49.179585,15.862436,615.40,26230,1296.66
830,1997,84,113,49.179580,15.862792,614.20,26231,1313.64
830,1998,81,105,49.179580,15.863169,614.90,26232,1300.85
830,1999,78,98,49.179586,15.863546,614.60,26233,1283.03
830,2000,77,94,49.179600,15.863912,613.50,26234,1223.66
830,2001,77,91,49.179623,15.864275,612.30,26235,1203.73
830,2002,75,89,49.179655,15.864637,611.10,26236,1169.31
830,2003,72,87,49.179696,15.864989,610.20,26237,1123.53
830,2004,72,85,49.179750,15.865331,609.70,26238,1198.31
830,2005,70,82,49.179803,15.865656,609.00,26239,1134.26
830,2006,69,81,49.179875,15.865982,609.70,26240,1148.33
830,2007,66,78,49.179950,15.866301,610.20,26241,1208.09
830,2008,65,76,49.180027,15.866614,610.80,26242,1184.95
830,2009,64,73,49.180103,15.866926,611.40,26243,1232.96
830,2010,63,72,49.180178,15.867239,611.50,26244,1251.25
830,2011,61,70,49.180245,15.867564,611.90,26245,1213.72
830,2012,59,71,49.180303,15.867876,611.20,26246,1163.62
830,2013,59,72,49.180348,15.868192,611.00,26247,1175.84
830,2014,59,73,49.180382,15.868502,611.20,26248,1026.73
830,2015,57,76,49.180397,15.868816,611.80,26249,1054.77
830,2016,56,79,49.180397,15.869124,612.90,26250,1048.46
830,2017,55,82,49.180380,15.869429,613.00,26251,1050.84
830,2018,54,86,49.180350,15.869727,613.00,26252,1037.64
830,2019,54,91,49.180320,15.870029,613.70,26253,959.19
830,2020,53,94,49.180293,15.870329,614.80,26254,1002.77
830,2021,52,96,49.180270,15.870624,615.90,26255,1042.32
830,2022,50,98,49.180247,15.870916,617.50,26256,988.36
830,2023,49,99,49.180220,15.871201,619.20,26257,933.00
830,2024,47,98,49.180197,15.871489,621.80,26258,861.07
830,2025,43,98,49.180177,15.871771,624.70,26259,886.18
830,2026,43,98,49.180157,15.872056,626.80,26260,848.74
830,2027,43,98,49.180142,15.872341,628.00,26261,831.79
830,2028,44,97,49.180132,15.872632,628.80,26262,827.17
830,2029,44,97,49.180133,15.872922,628.80,26263,849.09
830,2030,45,95,49.180145,15.873216,628.90,26264,834.84
830,2031,45,93,49.180163,15.873514,629.50,26265,920.82
830,2032,45,91,49.180190,15.873816,630.70,26266,970.34
830,2033,42,88,49.180222,15.874126,632.40,26267,954.71
830,2034,41,85,49.180256,15.874436,633.60,26268,869.11
830,2035,40,83,49.180293,15.874756,634.40,26269,866.20
830,2036,42,82,49.180330,15.875091,634.80,26270,852.32
830,2037,43,81,49.180368,15.875431,635.70,26271,851.95
830,2038,43,81,49.180408,15.875781,636.40,26272,885.13
830,2039,45,81,49.180438,15.876159,637.10,26273,942.29
830,2040,48,82,49.180463,15.876551,637.60,26274,983.77
830,2041,49,82,49.180487,15.876904,637.80,26275,940.33
830,2042,55,83,49.180508,15.877284,634.30,26276,998.06
830,2043,61,84,49.180523,15.877672,632.10,26277,1020.36
830,2044,66,85,49.180535,15.878067,630.20,26278,1102.73
830,2045,70,86,49.180548,15.878459,628.30,26279,1067.53
830,2046,72,87,49.180552,15.878867,627.20,26280,1110.61
830,2047,75,88,49.180555,15.879279,626.30,26281,1126.83
830,2048,76,89,49.180557,15.879696,625.00,26282,1069.61
830,2049,79,89,49.180550,15.880116,623.20,26283,1218.55
830,2050,80,90,49.180540,15.880542,621.00,26284,1181.22
830,2051,81,91,49.180523,15.880974,619.70,26285,1209.75
830,2052,84,92,49.180507,15.881411,618.40,26286,1211.68
830,2053,84,93,49.180492,15.881881,617.00,26287,1125.87
830,2054,84,93,49.180480,15.882301,612.50,26288,1161.46
830,2055,85,94,49.180468,15.882739,609.70,26289,1146.81
830,2056,85,94,49.180465,15.883179,607.50,26290,1204.07
830,2057,83,93,49.180468,15.883619,606.40,26291,1148.55
830,2058,84,92,49.180483,15.884057,605.40,26292,1146.03
830,2059,83,91,49.180505,15.884497,604.30,26293,1215.08
830,2060,83,90,49.180535,15.884932,602.40,26294,1197.15
830,2061,83,88,49.180570,15.885366,600.50,26295,1188.85
830,2062,83,87,49.180605,15.885796,598.90,26296,1217.51
830,2063,84,85,49.180642,15.886224,597.50,26297,1317.28
830,2064,83,84,49.180677,15.886652,596.70,26298,1213.30
830,2065,83,84,49.180713,15.887079,596.10,26299,1256.61
830,2066,83,83,49.180745,15.887505,595.50,26300,1183.14
830,2067,83,83,49.180777,15.887934,594.90,26301,1308.22
830,2068,82,84,49.180805,15.888366,594.20,26302,1262.95
830,2069,83,84,49.180830,15.888797,593.70,26303,1348.36
830,2070,82,84,49.180845,15.889234,592.90,26304,1356.12
830,2071,82,85,49.180848,15.889671,591.10,26305,1322.99
830,2072,82,87,49.180848,15.890112,588.40,26306,1329.56
830,2073,83,88,49.180853,15.890549,586.50,26307,1389.30
830,2074,82,89,49.180827,15.891011,585.40,26308,1346.84
830,2075,82,91,49.180798,15.891447,582.50,26309,1335.80
830,2076,81,93,49.180765,15.891897,580.30,26310,1248.61
830,2077,81,94,49.180725,15.892352,578.10,26311,1294.08
830,2078,79,96,49.180680,15.892804,575.80,26312,1362.13
830,2079,79,97,49.180633,15.893261,574.50,26313,1315.82
830,2080,78,98,49.180582,15.893722,573.50,26314,1179.04
830,2081,79,99,49.180528,15.894179,572.40,26315,1244.75
830,2082,79,100,49.180478,15.894642,571.20,26316,1277.17
830,2083,78,100,49.180438,15.895105,569.20,26317,1244.94
830,2084,77,100,49.180407,15.895574,568.00,26318,1205.19
830,2085,77,99,49.180388,15.896045,567.30,26319,1261.15
830,2086,76,98,49.180390,15.896509,566.30,26320,1314.65
830,2087,74,96,49.180388,15.896986,565.70,26321,1265.29
830,2088,71,94,49.180400,15.897447,564.30,26322,1313.66
830,2089,70,92,49.180425,15.897920,563.60,26323,1239.25
830,2090,69,90,49.180495,15.898407,563.20,26324,1296.62
830,2091,66,87,49.180567,15.898879,563.10,26325,1229.55
830,2092,64,84,49.180635,15.899344,562.50,26326,1343.42
830,2093,63,82,49.180708,15.899844,562.10,26327,1241.28
830,2094,63,80,49.180780,15.900296,559.30,26328,1252.60
830,2095,62,78,49.180838,15.900766,557.80,26329,1166.05
830,2096,63,78,49.180885,15.901234,556.80,26330,1212.82
830,2097,62,79,49.180925,15.901704,555.80,26331,1212.52
830,2098,61,80,49.180953,15.902174,554.40,26332,1213.66
830,2099,60,82,49.180971,15.902646,552.50,26333,1248.60
830,2100,59,84,49.180983,15.903117,550.40,26334,1187.24
830,2101,57,85,49.180990,15.903591,548.80,26335,1222.86
830,2102,56,87,49.181000,15.904064,547.20,26336,1183.74
830,2103,55,88,49.181003,15.904544,545.60,26337,1256.79
830,2104,53,89,49.181000,15.905022,543.70,26338,1311.76
830,2105,52,89,49.180990,15.905501,541.90,26339,1146.17
830,2106,51,90,49.180975,15.905979,540.90,26340,1219.34
830,2107,50,91,49.180957,15.906459,540.60,26341,1289.73
830,2108,49,92,49.180932,15.906932,539.90,26342,1244.55
830,2109,48,93,49.180903,15.907407,541.40,26343,1190.96
830,2110,45,94,49.180877,15.907881,541.80,26344,1122.29
830,2111,45,95,49.180836,15.908284,542.00,26345,1184.41
830,2112,44,96,49.180800,15.908719,542.20,26346,1259.87
830,2113,43,97,49.180763,15.909180,542.50,26347,1138.53
830,2114,43,97,49.180730,15.909672,542.80,26348,1139.69
830,2115,45,98,49.180700,15.910144,543.00,26349,1221.27
830,2116,47,97,49.180673,15.910629,543.10,26350,1251.27
830,2117,46,97,49.180657,15.911105,543.20,26351,1231.34
830,2118,48,96,49.180647,15.911582,543.20,26352,1254.99
830,2119,51,95,49.180642,15.912061,543.10,26353,1289.11
830,2120,53,94,49.180643,15.912541,543.20,26354,1320.25
830,2121,53,93,49.180638,15.913036,543.30,26355,1197.37
830,2122,55,92,49.180655,15.913509,542.80,26356,1209.02
830,2123,56,91,49.180668,15.913970,541.90,26357,1189.43
830,2124,57,90,49.180690,15.914446,541.70,26358,1150.75
830,2125,59,89,49.180708,15.914921,541.50,26359,1193.30
830,2126,59,88,49.180733,15.915392,541.30,26360,1219.13
830,2127,59,87,49.180758,15.915866,541.10,26361,1174.66
830,2128,61,87,49.180787,15.916339,541.90,26362,1271.93
830,2129,61,86,49.180812,15.916817,542.60,26363,1244.61
830,2130,62,86,49.180836,15.917294,543.00,26364,1319.89
830,2131,64,86,49.180857,15.917776,543.30,26365,1296.52
830,2132,65,86,49.180873,15.918256,543.50,26366,1290.36
830,2133,65,86,49.180887,15.918739,544.10,26367,1204.88
830,2134,68,87,49.180898,15.919225,544.70,26368,1294.38
830,2135,69,87,49.180902,15.919712,544.60,26369,1303.41
830,2136,71,88,49.180900,15.920202,544.10,26370,1329.04
830,2137,73,89,49.180897,15.920692,543.50,26371,1252.54
830,2138,74,90,49.180890,15.921182,543.00,26372,1336.01
830,2139,74,91,49.180878,15.921669,542.50,26373,1399.14
830,2140,74,92,49.180858,15.922156,541.80,26374,1292.07
830,2141,75,92,49.180838,15.922642,541.20,26375,1309.96
830,2142,75,93,49.180815,15.923127,540.90,26376,1337.12
830,2143,76,94,49.180790,15.923609,540.50,26377,1263.19
830,2144,75,94,49.180758,15.924096,540.40,26378,1381.53
830,2145,75,95,49.180730,15.924582,540.00,26379,1366.72
830,2146,74,96,49.180697,15.925067,539.80,26380,1376.33
830,2147,74,96,49.180662,15.925555,539.80,26381,1383.90
830,2148,73,96,49.180625,15.926024,539.80,26382,1356.10
830,2149,72,97,49.180590,15.926489,539.80,26383,1347.77
830,2150,71,97,49.180560,15.926951,540.00,26384,1360.67
830,2151,71,97,49.180535,15.927401,540.20,26385,1274.31
830,2152,69,97,49.180515,15.927899,544.20,26386,1217.17
830,2153,70,96,49.180507,15.928361,546.50,26387,1210.57
830,2154,70,95,49.180510,15.928817,549.90,26388,1220.54
830,2155,69,94,49.180523,15.929265,553.30,26389,1183.84
830,2156,70,92,49.180545,15.929702,556.90,26390,1303.55
830,2157,70,90,49.180573,15.930129,560.50,26391,1259.54
830,2158,72,88,49.180607,15.930542,564.90,26392,1370.21
830,2159,73,87,49.180643,15.930941,570.50,26393,1398.82
830,2160,74,85,49.180677,15.931329,575.60,26394,1623.75
830,2161,76,84,49.180712,15.931709,579.10,26395,1696.44
830,2162,80,83,49.180743,15.932084,581.30,26396,1716.33
830,2163,85,83,49.180770,15.932457,583.00,26397,2033.53
830,2164,89,83,49.180792,15.932826,583.80,26398,2109.93
830,2165,91,84,49.180805,15.933201,584.20,26399,2331.83
830,2166,91,85,49.180816,15.933574,584.20,26400,2467.58
830,2167,90,86,49.180825,15.933949,583.00,26401,2310.70
830,2168,85,87,49.180830,15.934352,582.80,26402,2427.31
830,2169,79,88,49.180836,15.934726,580.00,26403,2550.93
830,2170,78,89,49.180838,15.935112,577.10,26404,2741.24
830,2171,75,89,49.180840,15.935499,574.60,26405,2663.34
830,2172,77,90,49.180842,15.935891,572.90,26406,2782.15
830,2173,77,90,49.180843,15.936284,571.20,26407,2679.66
830,2174,80,90,49.180848,15.936677,569.80,26408,2618.87
830,2175,83,90,49.180853,15.937069,568.70,26409,2255.44
830,2176,88,90,49.180860,15.937461,567.70,26410,2261.08
830,2177,91,90,49.180868,15.937852,567.10,26411,2062.70
830,2178,94,90,49.180877,15.938246,566.20,26412,1907.63
830,2179,97,89,49.180883,15.938641,565.60,26413,1858.05
830,2180,97,89,49.180892,15.939041,565.20,26414,1775.35
830,2181,97,89,49.180898,15.939441,565.10,26415,1622.19
830,2182,100,89,49.180903,15.939844,564.80,26416,1700.87
830,2183,103,89,49.180908,15.940247,564.90,26417,1779.16
830,2184,103,89,49.180912,15.940656,565.30,26418,1586.68
830,2185,104,90,49.180917,15.941067,565.90,26419,1585.31
830,2186,101,90,49.180920,15.941482,566.90,26420,1647.51
830,2187,94,90,49.180920,15.941896,567.30,26421,1500.28
830,2188,91,90,49.180918,15.942307,568.00,26422,1498.32
830,2189,85,90,49.180920,15.942722,567.80,26423,1605.19
830,2190,80,90,49.180922,15.943139,567.30,26424,1471.88
830,2191,75,91,49.180922,15.943554,566.90,26425,1589.53
830,2192,73,91,49.180922,15.943971,567.30,26426,1573.49
830,2193,68,90,49.180917,15.944389,568.20,26427,1640.61
830,2194,67,91,49.180913,15.944809,568.70,26428,1473.71
830,2195,65,91,49.180906,15.945234,569.60,26429,1494.30
830,2196,66,91,49.180900,15.945659,570.60,26430,1525.91
830,2197,65,92,49.180893,15.946087,571.10,26431,1584.63
830,2198,65,92,49.180883,15.946517,571.60,26432,1558.41
830,2199,65,92,49.180875,15.946949,572.00,26433,1492.42
830,2200,65,92,49.180867,15.947384,572.30,26434,1502.00
830,2201,65,92,49.180860,15.947824,573.00,26435,1568.58
830,2202,66,92,49.180853,15.948265,574.00,26436,1496.80
830,2203,67,93,49.180843,15.948706,574.90,26437,1593.86
830,2204,67,92,49.180836,15.949152,575.10,26438,1563.15
830,2205,68,92,49.180830,15.949621,575.40,26439,1592.23
830,2206,67,92,49.180832,15.950066,573.80,26440,1425.60
830,2207,69,92,49.180835,15.950520,572.70,26441,1626.42
830,2208,69,91,49.180836,15.950979,572.50,26442,1590.51
820,2209,70,91,49.180836,15.951439,572.20,26443,1705.27
820,2210,71,91,49.180838,15.951902,571.90,26444,1551.79
820,2211,74,90,49.180845,15.952369,571.00,26445,1684.90
820,2212,78,90,49.180852,15.952839,569.70,26446,1738.77
820,2213,83,90,49.180860,15.953311,568.60,26447,1760.66
820,2214,87,90,49.180870,15.953784,567.40,26448,1844.09
820,2215,89,89,49.180880,15.954261,565.90,26449,1928.23
820,2216,91,89,49.180892,15.954740,563.90,26450,1882.68
820,2217,93,89,49.180905,15.955224,562.00,26451,2059.26
820,2218,94,89,49.180920,15.955709,560.60,26452,2006.77
820,2219,93,89,49.180937,15.956197,559.30,26453,1962.70
820,2220,92,88,49.180947,15.956689,558.40,26454,2041.14
820,2221,90,88,49.180960,15.957179,557.20,26455,2001.93
820,2222,90,88,49.180973,15.957674,555.80,26456,2012.11
820,2223,90,88,49.180983,15.958172,554.70,26457,1930.54
820,2224,90,88,49.180995,15.958674,553.70,26458,2091.54
820,2225,89,89,49.181007,15.959181,553.00,26459,1978.82
820,2226,89,89,49.181028,15.959687,552.50,26460,2008.15
820,2227,88,88,49.181065,15.960192,552.40,26461,1818.64
820,2228,87,87,49.181128,15.960687,551.80,26462,1851.93
820,2229,88,86,49.181223,15.961166,551.40,26463,1867.04
820,2230,87,82,49.181345,15.961627,551.20,26464,1665.34
820,2231,89,79,49.181488,15.962074,551.10,26465,1764.21
820,2232,89,74,49.181653,15.962501,551.20,26466,1669.70
820,2233,87,69,49.181832,15.962911,551.40,26467,1744.08
820,2234,88,64,49.182022,15.963304,551.30,26468,1805.09
820,2235,88,61,49.182223,15.963702,551.30,26469,1733.58
820,2236,88,58,49.182420,15.964106,551.70,26470,1801.30
820,2237,87,55,49.182593,15.964527,551.70,26471,1748.15
820,2238,86,55,49.182732,15.965026,551.70,26472,1770.18
820,2239,89,58,49.182860,15.965444,551.50,26473,1732.80
820,2240,93,60,49.182962,15.965867,551.10,26474,1860.21
820,2241,94,63,49.183020,15.966299,550.20,26475,1739.17
820,2242,97,68,49.183033,15.966736,549.60,26476,1657.73
820,2243,99,74,49.182997,15.967146,548.50,26477,1760.08
820,2244,102,80,49.182912,15.967529,547.60,26478,1930.37
820,2245,103,88,49.182790,15.967906,547.80,26479,1881.53
820,2246,103,98,49.182637,15.968244,547.50,26480,1962.45
820,2247,102,107,49.182455,15.968544,546.90,26481,1982.65
820,2248,101,117,49.182250,15.968797,546.60,26482,1851.40
820,2249,100,126,49.182025,15.968997,546.50,26483,1862.32
820,2250,99,134,49.181787,15.969142,546.40,26484,1861.86
820,2251,97,142,49.181538,15.969229,546.20,26485,1806.55
820,2252,95,150,49.181285,15.969262,545.70,26486,1921.97
820,2253,92,159,49.181037,15.969231,544.80,26487,1955.78
820,2254,88,167,49.180798,15.969139,543.90,26488,1890.17
820,2255,85,176,49.180573,15.968984,543.20,26489,1827.48
820,2256,82,186,49.180366,15.968781,542.20,26490,1866.81
820,2257,80,195,49.180180,15.968537,541.30,26491,1834.89
820,2258,77,204,49.180020,15.968257,540.70,26492,1854.25
820,2259,76,212,49.179893,15.967949,540.20,26493,1678.54
820,2260,76,221,49.179793,15.967600,540.10,26494,1734.39
820,2261,78,230,49.179728,15.967239,538.70,26495,1963.69
820,2262,81,238,49.179698,15.966861,537.70,26496,1881.09
820,2263,83,247,49.179702,15.966479,536.60,26497,1858.06
820,2264,82,255,49.179732,15.966094,535.90,26498,1886.74
820,2265,83,263,49.179782,15.965717,535.00,26499,2063.17
820,2266,81,270,49.179845,15.965347,535.60,26500,2013.10
820,2267,78,276,49.179913,15.964987,536.70,26501,1950.55
820,2268,75,281,49.179980,15.964632,538.40,26502,1963.84
820,2269,73,284,49.180047,15.964281,540.30,26503,1833.86
820,2270,71,285,49.180113,15.963931,542.40,26504,1813.93
820,2271,68,287,49.180178,15.963581,544.30,26505,1622.86
820,2272,66,287,49.180243,15.963232,545.90,26506,1677.24
820,2273,65,287,49.180307,15.962884,547.20,26507,1711.87
820,2274,67,287,49.180360,15.962530,548.80,26508,1531.24
820,2275,67,286,49.180403,15.962177,549.30,26509,1590.22
820,2276,65,285,49.180436,15.961819,549.70,26510,1520.95
820,2277,64,284,49.180456,15.961455,549.40,26511,1565.14
820,2278,62,281,49.180473,15.961092,549.40,26512,1559.59
820,2279,62,279,49.180485,15.960727,549.30,26513,1537.93
820,2280,64,277,49.180487,15.960364,549.40,26514,1555.25
820,2281,67,274,49.180480,15.959995,549.90,26515,1612.64
820,2282,73,273,49.180467,15.959631,549.60,26516,1731.33
820,2283,76,271,49.180447,15.959262,549.60,26517,1690.84
820,2284,78,270,49.180420,15.958894,549.20,26518,1832.04
820,2285,79,267,49.180388,15.958526,549.20,26519,1841.32
820,2286,78,266,49.180345,15.958156,549.50,26520,1838.72
820,2287,77,264,49.180290,15.957789,549.30,26521,1887.19
820,2288,76,262,49.180232,15.957420,549.40,26522,1801.37
820,2289,73,261,49.180172,15.957052,549.80,26523,1769.71
820,2290,72,259,49.180117,15.956681,550.40,26524,1828.28
820,2291,69,258,49.180067,15.956307,551.10,26525,1794.03
820,2292,67,257,49.180030,15.955931,551.70,26526,1850.45
820,2293,64,258,49.180003,15.955552,552.40,26527,1706.42
820,2294,63,260,49.179988,15.955174,552.50,26528,1706.12
820,2295,61,262,49.179982,15.954794,552.40,26529,1598.91
820,2296,62,265,49.179985,15.954414,552.70,26530,1718.04
820,2297,62,267,49.179993,15.954034,553.70,26531,1773.69
820,2298,65,269,49.179998,15.953651,555.40,26532,1597.11
820,2299,65,270,49.179998,15.953269,556.50,26533,1689.30
820,2300,69,271,49.180000,15.952886,556.90,26534,1570.44
820,2301,69,272,49.180005,15.952506,557.30,26535,1650.77
820,2302,73,271,49.180010,15.952136,558.30,26536,1682.85
820,2303,75,271,49.180010,15.951774,558.60,26537,1783.35
820,2304,75,271,49.180011,15.951392,561.00,26538,1745.82
820,2305,74,271,49.180008,15.951017,562.50,26539,1721.04
820,2306,74,271,49.180007,15.950644,563.40,26540,1737.87
820,2307,73,271,49.180007,15.950276,565.10,26541,1709.21
820,2308,72,271,49.180008,15.949909,567.30,26542,1617.35
820,2309,70,270,49.180005,15.949544,569.70,26543,1703.27
820,2310,70,270,49.180007,15.949177,571.90,26544,1553.11
820,2311,71,271,49.180010,15.948824,573.40,26545,1636.70
820,2312,71,271,49.180013,15.948476,574.50,26546,1607.96
820,2313,70,271,49.180015,15.948101,576.60,26547,1546.94
820,2314,70,271,49.180017,15.947736,577.50,26548,1585.92
820,2315,70,271,49.180020,15.947367,578.30,26549,1527.87
820,2316,70,271,49.180022,15.946996,578.70,26550,1551.55
820,2317,71,271,49.180023,15.946624,578.60,26551,1588.98
820,2318,72,271,49.180025,15.946247,578.90,26552,1557.73
820,2319,74,271,49.180027,15.945867,578.90,26553,1672.95
820,2320,76,271,49.180028,15.945484,579.10,26554,1637.69
820,2321,76,271,49.180028,15.945097,579.50,26555,1486.88
820,2322,79,271,49.180028,15.944706,580.10,26556,1490.27
820,2323,81,271,49.180027,15.944307,581.00,26557,1511.71
820,2324,82,271,49.180027,15.943904,582.30,26558,1602.04
820,2325,86,270,49.180022,15.943496,582.90,26559,1582.53
820,2326,88,270,49.180018,15.943084,582.50,26560,1472.11
820,2327,91,270,49.180018,15.942671,581.40,26561,1499.90
820,2328,94,270,49.180015,15.942254,580.40,26562,1450.89
820,2329,97,270,49.180011,15.941837,579.30,26563,1399.24
820,2330,98,270,49.180008,15.941415,578.40,26564,1498.15
820,2331,103,270,49.180007,15.940994,577.70,26565,1600.71
820,2332,106,270,49.180005,15.940572,577.60,26566,1665.62
820,2333,109,270,49.180003,15.940146,578.50,26567,1560.87
820,2334,112,270,49.180003,15.939717,579.80,26568,1823.85
820,2335,114,270,49.180005,15.939287,581.50,26569,1829.15
820,2336,116,271,49.180003,15.938852,583.00,26570,2049.75
820,2337,117,270,49.180003,15.938415,583.90,26571,1977.97
820,2338,118,270,49.180005,15.937977,584.20,26572,2172.37
820,2339,120,271,49.180007,15.937539,584.30,26573,2301.35
820,2340,120,271,49.180005,15.937097,584.50,26574,2393.71
820,2341,118,271,49.180005,15.936657,584.50,26575,2760.71
820,2342,116,271,49.180003,15.936222,584.60,26576,3086.67
820,2343,114,271,49.180003,15.935789,584.50,26577,3411.20
820,2344,113,271,49.180003,15.935357,584.30,26578,3232.73
820,2345,110,271,49.180002,15.934922,584.10,26579,3520.26
820,2346,106,270,49.180000,15.934499,583.90,26580,3158.82
820,2347,100,270,49.179997,15.934086,583.60,26581,3068.22
820,2348,95,270,49.179992,15.933674,583.80,26582,2871.52
820,2349,87,270,49.179983,15.933255,583.70,26583,2768.19
820,2350,78,270,49.179973,15.932837,584.30,26584,2483.19
820,2351,72,270,49.179957,15.932422,584.80,26585,2215.86
820,2352,70,269,49.179933,15.932009,585.10,26586,2295.19
820,2353,67,268,49.179902,15.931597,585.40,26587,2050.22
820,2354,66,267,49.179863,15.931187,585.90,26588,2009.66
820,2355,65,265,49.179818,15.930779,585.80,26589,1975.50
820,2356,66,264,49.179772,15.930367,586.00,26590,1853.65
820,2357,69,263,49.179730,15.929956,586.10,26591,1717.19
820,2358,76,262,49.179700,15.929544,586.40,26592,1549.04
820,2359,82,262,49.179673,15.929127,586.30,26593,1564.95
820,2360,85,263,49.179651,15.928700,586.30,26594,1414.85
820,2361,86,264,49.179637,15.928289,585.20,26595,1266.00
820,2362,86,265,49.179628,15.927871,584.60,26596,1291.22
820,2363,87,267,49.179630,15.927451,584.20,26597,1280.38
820,2364,89,268,49.179635,15.927032,583.60,26598,1296.31
820,2365,90,269,49.179643,15.926612,583.70,26599,1199.93
820,2366,91,270,49.179653,15.926189,583.60,26600,1271.97
820,2367,90,272,49.179665,15.925766,583.00,26601,1227.36
820,2368,92,272,49.179683,15.925342,582.20,26602,1273.77
820,2369,94,273,49.179705,15.924921,582.00,26603,1352.02
820,2370,95,274,49.179728,15.924501,581.90,26604,1377.92
820,2371,96,274,49.179750,15.924077,581.30,26605,1283.75
820,2372,98,275,49.179768,15.923652,580.50,26606,1432.04
820,2373,100,275,49.179786,15.923229,579.20,26607,1348.29
820,2374,101,275,49.179798,15.922804,578.60,26608,1387.89
820,2375,102,274,49.179798,15.922384,577.70,26609,1433.98
820,2376,103,274,49.179797,15.921957,578.50,26610,1463.47
820,2377,106,273,49.179783,15.921532,578.40,26611,1490.82
820,2378,106,271,49.179765,15.921106,578.10,26612,1509.75
820,2379,107,270,49.179752,15.920680,578.10,26613,1475.13
820,2380,107,269,49.179730,15.920246,578.70,26614,1403.72
820,2381,109,268,49.179712,15.919816,578.40,26615,1428.34
820,2382,109,267,49.179696,15.919387,578.20,26616,1450.55
820,2383,109,267,49.179678,15.918954,578.40,26617,1468.76
820,2384,108,267,49.179662,15.918524,578.40,26618,1705.69
820,2385,109,267,49.179645,15.918089,578.40,26619,1625.26
820,2386,106,267,49.179630,15.917652,578.40,26620,1537.91
820,2387,106,267,49.179617,15.917212,578.40,26621,1588.69
820,2388,106,267,49.179608,15.916774,578.40,26622,1619.00
820,2389,105,268,49.179605,15.916336,578.40,26623,1624.24
820,2390,103,268,49.179605,15.915892,578.40,26624,1742.13
820,2391,102,269,49.179610,15.915447,578.40,26625,1629.29
820,2392,101,270,49.179618,15.915000,578.40,26626,1621.06
820,2393,98,271,49.179628,15.914552,578.40,26627,1625.28
820,2394,98,272,49.179643,15.914104,578.40,26628,1562.61
820,2395,96,272,49.179662,15.913656,578.40,26629,1506.64
820,2396,92,273,49.179682,15.913207,578.40,26630,1399.93
820,2397,89,274,49.179702,15.912762,578.40,26631,1471.51
820,2398,86,274,49.179723,15.912319,578.40,26632,1455.38
820,2399,84,274,49.179750,15.911881,578.40,26633,1379.66
820,2400,83,275,49.179770,15.911449,578.40,26634,1402.35
820,2401,82,275,49.179782,15.911012,578.40,26635,1406.59
820,2402,81,275,49.179788,15.910584,578.40,26636,1497.28
820,2403,78,274,49.179792,15.910161,578.40,26637,1571.03
820,2404,78,274,49.179785,15.909744,578.40,26638,1443.78
820,2405,78,272,49.179773,15.909334,578.40,26639,1521.84
820,2406,78,271,49.179753,15.908934,578.40,26640,1340.07
820,2407,77,269,49.179730,15.908534,578.40,26641,1398.30
820,2408,77,268,49.179702,15.908127,578.40,26642,1305.49
820,2409,75,266,49.179675,15.907729,578.40,26643,1324.00
820,2410,76,266,49.179650,15.907326,578.40,26644,1348.07
820,2411,74,265,49.179627,15.906922,578.40,26645,1285.45
820,2412,74,265,49.179605,15.906521,578.40,26646,1262.09
820,2413,74,265,49.179600,15.906109,578.40,26647,1308.59
820,2414,73,266,49.179592,15.905697,578.40,26648,1391.83
820,2415,72,267,49.179590,15.905281,578.40,26649,1293.54
820,2416,72,268,49.179590,15.904864,578.40,26650,1305.13
820,2417,70,269,49.179592,15.904444,578.40,26651,1263.46
820,2418,70,270,49.179595,15.904022,578.40,26652,1340.18
820,2419,70,270,49.179598,15.903602,578.40,26653,1343.74
820,2420,69,271,49.179602,15.903182,578.40,26654,1238.16
820,2421,71,271,49.179605,15.902757,570.20,26655,1330.15
820,2422,71,271,49.179612,15.902334,570.70,26656,1279.17
820,2423,72,272,49.179615,15.901907,571.40,26657,1293.15
820,2424,71,271,49.179617,15.901482,572.20,26658,1255.32
820,2425,72,272,49.179623,15.901059,572.90,26659,1303.88
820,2426,74,271,49.179627,15.900624,573.90,26660,1301.49
820,2427,75,272,49.179627,15.900189,574.70,26661,1330.13
820,2428,75,271,49.179628,15.899752,575.70,26662,1341.93
820,2429,76,271,49.179631,15.899312,576.60,26663,1316.18
820,2430,77,271,49.179637,15.898871,577.20,26664,1385.88
820,2431,77,271,49.179642,15.898429,577.40,26665,1326.32
820,2432,77,271,49.179647,15.897987,577.80,26666,1321.83
820,2433,77,271,49.179650,15.897561,578.20,26667,1302.33
820,2434,78,271,49.179653,15.897125,578.40,26668,1369.63
820,2435,78,271,49.179650,15.896662,580.90,26669,1366.30
820,2436,79,271,49.179648,15.896211,582.50,26670,1356.77
820,2437,79,271,49.179648,15.895756,584.40,26671,1315.80
820,2438,80,271,49.179647,15.895299,587.00,26672,1243.33
820,2439,81,271,49.179648,15.894849,589.20,26673,1259.87
820,2440,83,270,49.179648,15.894399,590.60,26674,1230.31
820,2441,83,271,49.179643,15.893930,593.40,26675,1191.67
820,2442,86,271,49.179633,15.893469,596.20,26676,1261.20
820,2443,87,270,49.179620,15.893006,599.30,26677,1185.48
