RECS,Line,DTsc_sec,UsedAlt_m,GHead_deg,Lat_deg,Lon_deg,Galt_m,Gtm_sec,Epoch_sec,ALTsp_m,mereni
3579,270,5392,81,313,50.102412,12.461982,1079.70,29933,1334823533,81.67,385.64
3580,270,5393,86,313,50.102666,12.461574,1079.60,29934,1334823534,86.24,382.96
3581,270,5394,86,314,50.102914,12.461152,1080.10,29935,1334823535,86.83,379.65
3582,270,5395,88,314,50.103154,12.460719,1080.10,29936,1334823536,88.62,359.44
3583,270,5396,90,313,50.103386,12.460272,1080.70,29937,1334823537,90.18,377.61
3584,270,5397,92,311,50.103611,12.459812,1081.90,29938,1334823538,92.49,364.01
3585,270,5398,92,310,50.103831,12.459346,1083.10,29939,1334823539,92.80,425.67
3586,270,5399,93,308,50.104049,12.458872,1083.80,29940,1334823540,93.66,405.96
3587,270,5400,94,307,50.104272,12.458396,1084.60,29941,1334823541,94.36,442.83
3588,270,5401,94,306,50.104497,12.457922,1085.50,29942,1334823542,94.56,459.58
3589,270,5402,94,306,50.104724,12.457449,1085.70,29943,1334823543,94.79,481.29
3590,270,5403,93,306,50.104956,12.456979,1085.20,29944,1334823544,93.89,568.54
3591,270,5404,92,306,50.105186,12.456504,1085.00,29945,1334823545,92.56,569.35
3592,270,5405,90,306,50.105418,12.456032,1085.20,29946,1334823546,90.53,642.44
3593,270,5406,87,306,50.105649,12.455566,1085.20,29947,1334823547,87.57,573.13
3594,270,5407,85,307,50.105881,12.455099,1085.60,29948,1334823548,85.50,538.06
3595,270,5408,83,307,50.106114,12.454637,1086.20,29949,1334823549,83.31,512.57
3596,270,5409,82,307,50.106348,12.454179,1088.20,29950,1334823550,82.80,478.82
3597,270,5410,81,307,50.106581,12.453725,1090.90,29951,1334823551,81.59,465.56
3598,270,5411,80,308,50.106819,12.453276,1092.30,29952,1334823552,80.11,460.01
3599,270,5412,79,308,50.107058,12.452829,1092.70,29953,1334823553,79.02,549.21
3600,270,5413,78,308,50.107292,12.452381,1093.20,29954,1334823554,78.12,502.12
3601,270,5414,76,309,50.107523,12.451932,1093.50,29955,1334823555,76.48,589.26
3602,270,5415,73,309,50.107748,12.451481,1093.90,29956,1334823556,73.63,617.16
3603,270,5416,71,308,50.107969,12.451024,1095.40,29957,1334823557,71.13,630.49
3604,270,5417,67,308,50.108191,12.450571,1096.40,29958,1334823558,67.70,610.32
3605,270,5418,65,307,50.108412,12.450121,1097.80,29959,1334823559,65.67,563.28
3606,270,5419,64,307,50.108637,12.449676,1099.60,29960,1334823560,64.10,531.19
3607,270,5420,63,307,50.108861,12.449234,1101.40,29961,1334823561,63.67,581.29
3608,270,5421,64,307,50.109089,12.448802,1103.00,29962,1334823562,64.34,502.31
3609,250,24,61,127,50.118261,12.417339,1274.10,30336,1334823936,61.14,470.57
3610,250,25,61,127,50.118036,12.417794,1273.90,30337,1334823937,61.49,460.10
3611,250,26,65,127,50.117809,12.418252,1272.80,30338,1334823938,65.24,463.26
3612,250,27,72,127,50.117588,12.418714,1271.90,30339,1334823939,72.38,439.68
3613,250,28,81,127,50.117366,12.419174,1271.90,30340,1334823940,81.01,480.21
3614,250,29,85,126,50.117148,12.419631,1272.00,30341,1334823941,85.11,502.70
3615,250,30,94,126,50.116929,12.420086,1272.00,30342,1334823942,94.79,503.01
3616,250,31,103,126,50.116716,12.420547,1270.20,30343,1334823943,103.81,497.05
3617,250,32,111,126,50.116501,12.421006,1267.30,30344,1334823944,111.77,532.88
3618,250,33,118,126,50.116291,12.421464,1262.90,30345,1334823945,118.49,554.65
3619,250,34,120,125,50.116081,12.421931,1257.70,30346,1334823946,120.71,570.24
3620,250,35,125,125,50.115874,12.422394,1251.90,30347,1334823947,125.48,588.21
3621,250,37,132,125,50.115454,12.423312,1239.80,30349,1334823949,132.11,629.90
3622,250,38,139,125,50.115246,12.423771,1234.30,30350,1334823950,139.69,554.72
3623,250,39,142,125,50.115038,12.424229,1228.50,30351,1334823951,142.81,607.98
3624,250,40,147,125,50.114826,12.424682,1223.90,30352,1334823952,147.96,636.65
3625,250,41,150,125,50.114612,12.425131,1220.10,30353,1334823953,150.85,647.58
3626,250,42,150,125,50.114396,12.425572,1217.10,30354,1334823954,150.19,611.84
3627,250,43,149,126,50.114179,12.426007,1212.40,30355,1334823955,149.29,665.85
3628,250,44,147,126,50.113961,12.426441,1208.10,30356,1334823956,147.81,701.71
3629,250,45,145,127,50.113744,12.426869,1204.30,30357,1334823957,145.11,765.42
3630,250,46,141,127,50.113519,12.427287,1200.80,30358,1334823958,141.17,666.38
3631,250,47,136,127,50.113294,12.427697,1197.60,30359,1334823959,136.80,727.40
3632,250,48,134,128,50.113071,12.428105,1195.00,30360,1334823960,134.26,706.99
3633,250,49,129,129,50.112847,12.428514,1192.90,30361,1334823961,129.03,706.27
3634,250,50,125,130,50.112622,12.428919,1190.60,30362,1334823962,125.55,661.24
3635,250,51,123,130,50.112399,12.429325,1188.30,30363,1334823963,123.76,699.20
3636,250,52,123,130,50.112181,12.429736,1185.80,30364,1334823964,123.33,649.76
3637,250,53,122,130,50.111968,12.430152,1183.00,30365,1334823965,122.86,700.06
3638,250,54,124,130,50.111758,12.430572,1180.70,30366,1334823966,124.19,686.40
3639,250,55,128,129,50.111554,12.430999,1179.40,30367,1334823967,128.09,702.24
3640,250,56,132,128,50.111351,12.431426,1176.90,30368,1334823968,132.78,700.67
3641,250,57,135,127,50.111151,12.431855,1174.10,30369,1334823969,135.39,781.27
3642,250,58,140,127,50.110954,12.432289,1170.80,30370,1334823970,140.74,755.09
3643,250,59,145,126,50.110759,12.432717,1167.90,30371,1334823971,145.19,759.62
3644,250,60,149,125,50.110562,12.433131,1165.00,30372,1334823972,149.02,792.79
3645,250,61,150,125,50.110376,12.433571,1164.40,30373,1334823973,150.77,761.48
3646,250,62,151,126,50.110184,12.433987,1162.70,30374,1334823974,151.01,757.21
3647,250,63,152,124,50.110004,12.434437,1162.00,30375,1334823975,152.41,773.09
3648,250,64,153,125,50.109822,12.434877,1160.50,30376,1334823976,153.12,739.22
3649,250,65,152,123,50.109648,12.435330,1159.10,30377,1334823977,152.96,724.91
3650,250,66,151,123,50.109476,12.435786,1158.20,30378,1334823978,151.24,656.90
3651,250,67,149,122,50.109306,12.436242,1157.60,30379,1334823979,149.88,628.16
3652,250,68,148,121,50.109143,12.436711,1157.10,30380,1334823980,148.94,643.19
3653,250,69,148,120,50.108983,12.437179,1156.50,30381,1334823981,148.94,606.89
3654,250,70,148,119,50.108821,12.437637,1156.10,30382,1334823982,148.47,657.34
3655,250,71,147,118,50.108663,12.438100,1155.60,30383,1334823983,147.57,615.04
3656,250,72,147,118,50.108509,12.438564,1155.10,30384,1334823984,147.14,599.04
3657,250,73,146,118,50.108354,12.439024,1154.60,30385,1334823985,146.09,589.08
3658,250,74,145,117,50.108199,12.439487,1154.00,30386,1334823986,145.74,598.37
3659,250,75,144,117,50.108046,12.439944,1153.50,30387,1334823987,144.37,589.07
3660,250,76,143,116,50.107889,12.440392,1152.90,30388,1334823988,143.20,589.78
3661,250,77,141,117,50.107729,12.440829,1152.40,30389,1334823989,141.17,587.61
3662,250,78,139,117,50.107556,12.441231,1149.90,30390,1334823990,139.10,545.05
3663,250,79,137,118,50.107389,12.441651,1148.50,30391,1334823991,137.07,569.64
3664,250,80,135,120,50.107224,12.442071,1147.00,30392,1334823992,135.24,595.08
3665,250,81,132,120,50.107063,12.442499,1145.90,30393,1334823993,132.62,606.67
3666,250,82,129,120,50.106901,12.442926,1145.10,30394,1334823994,129.11,615.53
3667,250,83,126,120,50.106731,12.443332,1144.30,30395,1334823995,126.14,619.57
3668,250,84,124,119,50.106561,12.443736,1143.60,30396,1334823996,124.26,595.66
3669,250,85,122,121,50.106391,12.444144,1143.00,30397,1334823997,122.27,565.08
3670,250,86,120,121,50.106219,12.444556,1142.30,30398,1334823998,120.56,538.98
3671,250,87,119,122,50.106049,12.444967,1141.40,30399,1334823999,119.74,537.45
3672,250,88,119,122,50.105868,12.445359,1140.80,30400,1334824000,119.81,496.75
3673,250,89,119,122,50.105686,12.445756,1140.20,30401,1334824001,119.58,415.94
3674,250,90,120,123,50.105508,12.446161,1139.70,30402,1334824002,120.32,515.79
3675,250,91,121,124,50.105334,12.446590,1139.30,30403,1334824003,121.38,421.90
3676,250,92,121,124,50.105167,12.447039,1138.90,30404,1334824004,121.22,409.40
3677,250,93,120,122,50.104994,12.447474,1137.70,30405,1334824005,120.24,449.50
3678,250,94,120,121,50.104819,12.447917,1136.40,30406,1334824006,120.05,447.84
3679,250,95,118,121,50.104648,12.448372,1135.40,30407,1334824007,118.17,436.64
3680,250,96,114,121,50.104483,12.448849,1134.60,30408,1334824008,114.97,516.76
3681,250,97,111,120,50.104317,12.449334,1133.90,30409,1334824009,111.54,539.03
3682,250,98,109,119,50.104146,12.449806,1133.20,30410,1334824010,109.39,516.42
3683,250,99,106,118,50.103957,12.450237,1129.40,30411,1334824011,106.35,580.51
3684,250,100,103,118,50.103771,12.450694,1127.50,30412,1334824012,103.14,573.65
3685,250,101,100,121,50.103581,12.451154,1125.60,30413,1334824013,100.76,587.36
3686,250,102,99,121,50.103391,12.451609,1123.50,30414,1334824014,99.20,517.58
3687,250,103,97,121,50.103204,12.452069,1122.10,30415,1334824015,97.09,605.24
3688,250,104,95,122,50.103014,12.452534,1121.00,30416,1334824016,95.84,553.97
3689,250,105,94,121,50.102821,12.452992,1120.10,30417,1334824017,94.36,612.82
3690,250,106,93,121,50.102631,12.453462,1119.40,30418,1334824018,93.81,564.71
3691,250,107,93,122,50.102446,12.453946,1119.40,30419,1334824019,93.07,605.56
3692,250,108,94,121,50.102257,12.454429,1119.50,30420,1334824020,94.36,515.57
3693,250,109,95,121,50.102069,12.454916,1119.30,30421,1334824021,95.22,582.61
3694,250,110,98,121,50.101883,12.455407,1119.10,30422,1334824022,98.50,567.53
3695,250,111,99,120,50.101699,12.455907,1119.00,30423,1334824023,99.94,594.95
3696,250,112,104,120,50.101517,12.456419,1118.80,30424,1334824024,104.71,613.37
3697,250,113,107,120,50.101323,12.456896,1116.00,30425,1334824025,107.83,646.57
3698,250,114,111,119,50.101133,12.457394,1114.50,30426,1334824026,111.77,607.36
3699,250,115,113,120,50.100948,12.457902,1113.50,30427,1334824027,113.18,604.05
3700,250,116,114,120,50.100754,12.458389,1111.70,30428,1334824028,114.97,612.93
3701,250,117,115,119,50.100561,12.458882,1110.50,30429,1334824029,115.95,534.99
3702,250,118,117,120,50.100364,12.459374,1109.60,30430,1334824030,117.35,524.70
3703,250,119,119,120,50.100163,12.459861,1108.90,30431,1334824031,119.89,530.15
3704,250,120,120,121,50.099951,12.460339,1108.80,30432,1334824032,120.48,499.77
3705,250,121,122,121,50.099726,12.460812,1108.30,30433,1334824033,122.94,451.37
3706,250,122,125,122,50.099489,12.461280,1108.00,30434,1334824034,125.16,424.05
3707,250,123,125,124,50.099268,12.461741,1106.40,30435,1334824035,125.32,463.20
3708,250,124,125,126,50.099039,12.462207,1104.40,30436,1334824036,125.01,464.50
3709,250,125,124,126,50.098811,12.462682,1102.00,30437,1334824037,124.50,511.13
3710,250,126,122,126,50.098584,12.463159,1100.90,30438,1334824038,122.94,567.45
3711,250,127,120,126,50.098356,12.463634,1099.70,30439,1334824039,120.24,584.44
3712,250,128,116,126,50.098129,12.464112,1097.80,30440,1334824040,116.93,607.55
3713,250,129,114,126,50.097904,12.464596,1095.80,30441,1334824041,114.74,618.74
3714,250,130,111,126,50.097679,12.465082,1094.50,30442,1334824042,111.54,645.04
3715,250,131,108,125,50.097453,12.465569,1093.40,30443,1334824043,108.92,644.07
3716,250,132,106,125,50.097224,12.466059,1092.00,30444,1334824044,106.35,648.25
3717,250,133,105,125,50.096994,12.466546,1090.10,30445,1334824045,105.45,643.94
3718,250,134,102,125,50.096759,12.467032,1088.50,30446,1334824046,102.01,687.69
3719,250,135,99,125,50.096521,12.467515,1087.40,30447,1334824047,99.79,586.28
3720,250,136,98,126,50.096274,12.467994,1086.00,30448,1334824048,98.97,669.95
3721,250,137,97,126,50.096023,12.468467,1083.60,30449,1334824049,97.56,645.02
3722,250,138,96,127,50.095767,12.468941,1081.00,30450,1334824050,96.82,610.06
3723,250,139,97,128,50.095508,12.469407,1078.60,30451,1334824051,97.56,650.91
3724,250,140,99,129,50.095243,12.469867,1076.50,30452,1334824052,99.55,612.79
3725,250,141,103,129,50.094973,12.470319,1074.80,30453,1334824053,103.07,627.41
3726,250,142,105,130,50.094701,12.470766,1072.80,30454,1334824054,105.06,622.53
3727,250,143,108,131,50.094421,12.471211,1070.60,30455,1334824055,108.26,677.46
3728,250,144,112,132,50.094143,12.471654,1068.60,30456,1334824056,112.51,623.68
3729,250,145,117,133,50.093864,12.472101,1067.60,30457,1334824057,117.35,650.59
3730,250,146,120,133,50.093588,12.472551,1066.40,30458,1334824058,120.87,631.36
3731,250,147,122,133,50.093311,12.473004,1064.20,30459,1334824059,122.04,637.37
3732,250,148,125,133,50.093034,12.473462,1063.30,30460,1334824060,125.55,597.55
3733,250,149,128,133,50.092761,12.473926,1061.60,30461,1334824061,128.21,560.83
3734,250,150,131,133,50.092488,12.474391,1059.40,30462,1334824062,131.29,569.04
3735,250,151,132,132,50.092216,12.474864,1057.20,30463,1334824063,132.23,538.58
3736,250,152,134,132,50.091948,12.475341,1055.50,30464,1334824064,134.02,609.87
3737,250,153,135,132,50.091678,12.475819,1053.80,30465,1334824065,135.00,596.43
3738,250,154,135,131,50.091409,12.476297,1053.50,30466,1334824066,135.66,684.33
3739,250,155,135,131,50.091141,12.476771,1053.00,30467,1334824067,135.51,706.80
3740,250,156,135,131,50.090874,12.477251,1052.00,30468,1334824068,135.16,797.85
3741,250,157,132,131,50.090613,12.477739,1050.80,30469,1334824069,132.62,865.23
3742,250,158,130,130,50.090351,12.478226,1050.00,30470,1334824070,130.55,917.65
3743,250,159,127,130,50.090089,12.478707,1048.80,30471,1334824071,127.93,1007.38
3744,250,160,126,129,50.089829,12.479191,1047.20,30472,1334824072,126.06,941.87
3745,250,161,123,130,50.089569,12.479677,1046.20,30473,1334824073,123.68,1040.30
3746,250,162,121,129,50.089316,12.480174,1045.20,30474,1334824074,121.06,1040.15
3747,250,163,115,129,50.089068,12.480679,1043.70,30475,1334824075,115.95,1069.73
3748,250,164,112,129,50.088823,12.481186,1042.50,30476,1334824076,112.94,1022.13
3749,250,165,111,128,50.088578,12.481697,1040.80,30477,1334824077,111.54,1068.01
3750,250,166,111,127,50.088331,12.482211,1039.40,30478,1334824078,111.30,959.84
3751,250,167,110,127,50.088087,12.482724,1038.10,30479,1334824079,110.87,992.72
3752,250,168,110,126,50.087846,12.483237,1037.20,30480,1334824080,110.95,1056.15
3753,250,169,110,126,50.087604,12.483747,1037.00,30481,1334824081,110.95,939.18
3754,250,170,112,126,50.087364,12.484259,1036.30,30482,1334824082,112.90,927.48
3755,250,171,115,126,50.087126,12.484774,1034.60,30483,1334824083,115.64,902.49
3756,250,172,118,126,50.086889,12.485291,1032.80,30484,1334824084,118.53,846.01
3757,250,173,121,125,50.086651,12.485806,1031.00,30485,1334824085,121.96,880.34
3758,250,174,122,125,50.086413,12.486317,1030.40,30486,1334824086,122.94,799.04
3759,250,175,126,125,50.086174,12.486824,1031.40,30487,1334824087,126.37,799.75
3760,250,176,130,125,50.085933,12.487327,1031.80,30488,1334824088,130.24,673.89
3761,250,177,134,125,50.085691,12.487832,1030.70,30489,1334824089,134.02,639.83
3762,250,178,136,126,50.085446,12.488336,1029.60,30490,1334824090,136.05,694.66
3763,250,179,138,126,50.085201,12.488834,1028.00,30491,1334824091,138.59,634.80
3764,250,180,139,126,50.084952,12.489329,1026.60,30492,1334824092,139.10,653.48
3765,250,181,140,127,50.084704,12.489819,1024.60,30493,1334824093,140.27,616.41
3766,250,182,140,127,50.084462,12.490312,1022.70,30494,1334824094,140.51,639.90
3767,250,183,140,127,50.084223,12.490806,1022.20,30495,1334824095,140.43,587.61
3768,250,184,139,127,50.083986,12.491297,1022.40,30496,1334824096,139.33,677.85
3769,250,185,138,127,50.083753,12.491780,1021.90,30497,1334824097,138.94,597.27
3770,250,186,138,127,50.083516,12.492267,1021.90,30498,1334824098,138.87,642.31
3771,250,187,138,126,50.083283,12.492754,1020.30,30499,1334824099,138.63,599.99
3772,250,188,138,126,50.083051,12.493237,1019.00,30500,1334824100,138.59,595.46
3773,250,189,138,126,50.082819,12.493714,1019.30,30501,1334824101,138.12,622.61
3774,250,190,137,126,50.082589,12.494187,1020.60,30502,1334824102,137.97,622.89
3775,250,191,138,126,50.082357,12.494654,1021.20,30503,1334824103,138.05,724.05
3776,250,192,137,126,50.082124,12.495119,1020.40,30504,1334824104,137.38,728.91
3777,250,193,137,127,50.081894,12.495584,1018.70,30505,1334824105,137.54,727.06
3778,250,194,138,127,50.081662,12.496042,1017.60,30506,1334824106,138.20,750.43
3779,250,195,137,127,50.081431,12.496497,1016.80,30507,1334824107,137.07,796.65
3780,250,196,136,127,50.081204,12.496954,1015.40,30508,1334824108,136.25,778.20
3781,250,197,135,128,50.080981,12.497416,1013.60,30509,1334824109,135.39,777.65
3782,250,198,134,127,50.080763,12.497879,1011.90,30510,1334824110,134.49,769.24
3783,250,199,133,127,50.080546,12.498341,1010.80,30511,1334824111,133.60,748.71
3784,250,200,133,126,50.080331,12.498799,1009.60,30512,1334824112,133.05,717.63
3785,250,201,132,126,50.080119,12.499254,1008.80,30513,1334824113,132.46,726.66
3786,250,202,130,126,50.079909,12.499707,1008.30,30514,1334824114,130.39,694.58
3787,250,203,128,126,50.079703,12.500156,1007.20,30515,1334824115,128.83,788.56
3788,250,204,127,125,50.079499,12.500600,1005.90,30516,1334824116,127.35,720.41
3789,250,205,126,125,50.079298,12.501041,1005.50,30517,1334824117,126.06,839.40
3790,250,206,124,125,50.079101,12.501476,1005.60,30518,1334824118,124.15,859.86
3791,250,207,122,125,50.078906,12.501909,1005.80,30519,1334824119,122.94,884.73
3792,250,208,121,125,50.078714,12.502342,1006.20,30520,1334824120,121.88,930.31
3793,250,209,122,125,50.078524,12.502776,1006.70,30521,1334824121,122.35,943.83
3794,250,210,122,124,50.078331,12.503207,1007.50,30522,1334824122,122.12,1055.84
3795,250,211,123,124,50.078138,12.503636,1007.90,30523,1334824123,123.99,1011.52
3796,250,212,125,124,50.077943,12.504064,1007.30,30524,1334824124,125.98,1051.97
3797,250,213,127,124,50.077751,12.504487,1005.40,30525,1334824125,127.86,974.08
3798,250,214,127,124,50.077554,12.504914,1004.80,30526,1334824126,127.78,959.64
3799,250,215,128,125,50.077359,12.505337,1004.20,30527,1334824127,128.01,930.06
3800,250,216,127,125,50.077158,12.505756,1003.60,30528,1334824128,127.78,880.33
3801,250,217,127,125,50.076951,12.506171,1003.40,30529,1334824129,127.11,839.68
3802,250,218,126,126,50.076743,12.506579,1002.20,30530,1334824130,126.65,846.92
3803,250,219,125,126,50.076534,12.506986,1000.80,30531,1334824131,125.48,812.31
3804,250,220,125,127,50.076324,12.507389,1000.50,30532,1334824132,125.01,814.41
3805,250,221,123,128,50.076114,12.507792,999.90,30533,1334824133,123.60,785.56
3806,250,222,123,128,50.075903,12.508194,998.70,30534,1334824134,123.60,891.00
3807,250,223,122,128,50.075694,12.508596,997.60,30535,1334824135,122.78,920.83
3808,250,224,122,128,50.075486,12.508999,996.80,30536,1334824136,122.94,908.40
3809,250,225,120,128,50.075279,12.509402,996.00,30537,1334824137,120.99,960.38
3810,250,226,119,128,50.075074,12.509812,995.40,30538,1334824138,119.81,935.40
3811,250,227,117,128,50.074871,12.510222,994.70,30539,1334824139,117.86,865.10
3812,250,228,115,128,50.074666,12.510631,994.00,30540,1334824140,115.95,896.86
3813,250,229,112,127,50.074461,12.511036,993.50,30541,1334824141,112.94,881.37
3814,250,230,109,127,50.074254,12.511439,993.60,30542,1334824142,109.74,770.13
3815,250,231,107,128,50.074048,12.511841,993.50,30543,1334824143,107.44,784.51
3816,250,232,105,128,50.073843,12.512244,992.70,30544,1334824144,105.72,736.06
3817,250,233,103,128,50.073643,12.512654,991.20,30545,1334824145,103.34,696.18
3818,250,234,101,128,50.073447,12.513071,990.30,30546,1334824146,101.50,743.09
3819,250,235,99,127,50.073261,12.513496,989.10,30547,1334824147,99.86,765.06
3820,250,236,97,126,50.073078,12.513922,987.70,30548,1334824148,97.64,764.66
3821,250,237,95,125,50.072896,12.514351,986.50,30549,1334824149,95.45,795.49
3822,250,238,94,124,50.072716,12.514781,985.30,30550,1334824150,94.13,801.00
3823,250,239,92,123,50.072538,12.515212,984.60,30551,1334824151,92.49,780.08
3824,250,240,92,123,50.072358,12.515646,984.70,30552,1334824152,92.92,797.98
3825,250,241,92,123,50.072178,12.516077,984.70,30553,1334824153,92.99,769.69
3826,250,242,92,122,50.071996,12.516507,984.30,30554,1334824154,92.49,772.22
3827,250,243,92,122,50.071812,12.516936,983.10,30555,1334824155,92.80,776.49
3828,250,244,94,123,50.071624,12.517362,982.00,30556,1334824156,94.20,795.70
3829,250,245,94,123,50.071438,12.517786,981.10,30557,1334824157,94.20,805.39
3830,250,246,96,123,50.071249,12.518206,980.70,30558,1334824158,96.04,803.75
3831,250,247,96,124,50.071058,12.518626,979.10,30559,1334824159,96.35,717.33
3832,250,248,97,124,50.070864,12.519044,977.20,30560,1334824160,97.83,706.37
3833,250,249,100,124,50.070671,12.519460,975.20,30561,1334824161,100.53,650.75
3834,250,250,101,125,50.070476,12.519877,973.90,30562,1334824162,101.50,660.23
3835,250,251,102,125,50.070283,12.520291,972.70,30563,1334824163,102.40,633.65
3836,250,252,101,125,50.070086,12.520702,972.50,30564,1334824164,101.86,627.10
3837,250,253,101,126,50.069886,12.521111,972.20,30565,1334824165,101.86,654.14
3838,250,254,101,126,50.069683,12.521517,971.30,30566,1334824166,101.27,691.72
3839,250,255,100,126,50.069478,12.521922,970.60,30567,1334824167,100.96,769.91
3840,250,256,100,127,50.069273,12.522331,970.40,30568,1334824168,100.14,769.09
3841,250,257,99,127,50.069068,12.522737,969.20,30569,1334824169,99.40,858.70
3842,250,258,100,127,50.068863,12.523144,967.00,30570,1334824170,100.29,847.11
3843,250,259,99,128,50.068659,12.523556,963.90,30571,1334824171,99.79,944.50
3844,250,260,100,128,50.068461,12.523976,960.70,30572,1334824172,100.29,951.03
3845,250,261,99,127,50.068268,12.524404,958.40,30573,1334824173,99.12,1122.15
3846,250,262,98,127,50.068083,12.524837,957.40,30574,1334824174,98.23,1108.50
3847,250,263,96,126,50.067903,12.525277,957.30,30575,1334824175,96.74,1094.58
3848,250,264,95,124,50.067724,12.525716,956.80,30576,1334824176,95.02,1061.86
3849,250,265,94,123,50.067543,12.526151,955.20,30577,1334824177,94.79,1063.39
3850,250,266,93,122,50.067353,12.526576,953.60,30578,1334824178,93.89,1054.09
3851,250,267,94,123,50.067154,12.526984,951.60,30579,1334824179,94.28,1027.09
3852,250,268,93,124,50.066941,12.527382,950.90,30580,1334824180,93.31,943.81
3853,250,269,93,125,50.066728,12.527774,950.40,30581,1334824181,93.15,1032.43
3854,250,270,92,127,50.066511,12.528169,949.40,30582,1334824182,92.80,1023.86
3855,250,271,93,128,50.066291,12.528556,947.40,30583,1334824183,93.23,910.47
3856,250,272,92,129,50.066073,12.528937,945.10,30584,1334824184,92.64,892.33
3857,250,273,92,130,50.065848,12.529315,943.20,30585,1334824185,92.56,874.06
3858,250,274,92,131,50.065626,12.529696,941.10,30586,1334824186,92.25,800.51
3859,250,275,91,131,50.065403,12.530072,939.30,30587,1334824187,91.98,831.07
3860,250,276,90,132,50.065181,12.530451,937.50,30588,1334824188,90.77,712.55
3861,250,277,89,132,50.064961,12.530831,935.60,30589,1334824189,89.60,636.20
3862,250,278,87,132,50.064743,12.531209,934.90,30590,1334824190,87.41,583.60
3863,250,279,85,131,50.064526,12.531589,934.50,30591,1334824191,85.26,489.63
3864,250,280,83,131,50.064312,12.531974,933.90,30592,1334824192,83.12,478.44
3865,250,281,81,131,50.064101,12.532356,933.40,30593,1334824193,81.91,459.88
3866,250,282,79,131,50.063889,12.532740,932.90,30594,1334824194,79.68,433.32
3867,250,283,78,130,50.063679,12.533124,932.40,30595,1334824195,78.78,376.23
3868,250,284,77,130,50.063473,12.533512,931.50,30596,1334824196,77.89,356.25
3869,250,285,78,130,50.063269,12.533906,931.00,30597,1334824197,78.35,341.75
3870,250,286,77,130,50.063068,12.534297,930.60,30598,1334824198,77.57,366.09
3871,250,287,77,129,50.062868,12.534689,930.40,30599,1334824199,77.38,379.31
3872,250,288,76,128,50.062668,12.535077,929.90,30600,1334824200,76.83,383.20
3873,250,289,77,128,50.062464,12.535464,929.30,30601,1334824201,77.14,430.72
3874,250,290,77,128,50.062261,12.535852,928.90,30602,1334824202,77.14,429.91
3875,250,291,77,129,50.062056,12.536241,929.30,30603,1334824203,77.07,413.34
3876,250,292,76,129,50.061849,12.536624,930.00,30604,1334824204,76.25,416.99
3877,250,293,77,129,50.061643,12.537009,931.20,30605,1334824205,77.73,466.34
3878,250,294,79,129,50.061434,12.537392,932.30,30606,1334824206,79.95,566.67
3879,250,295,80,129,50.061228,12.537781,932.30,30607,1334824207,80.50,601.05
3880,250,296,82,129,50.061022,12.538171,931.20,30608,1334824208,82.14,697.03
3881,250,297,83,129,50.060821,12.538566,930.20,30609,1334824209,83.62,727.91
3882,250,298,84,129,50.060621,12.538966,929.80,30610,1334824210,84.80,706.84
3883,250,299,84,129,50.060419,12.539369,928.80,30611,1334824211,84.68,737.85
3884,250,300,85,128,50.060213,12.539769,928.10,30612,1334824212,85.42,713.96
3885,250,301,86,128,50.060008,12.540166,926.40,30613,1334824213,86.01,939.79
3886,250,302,85,128,50.059801,12.540561,924.90,30614,1334824214,85.85,972.95
3887,250,303,85,128,50.059592,12.540952,923.60,30615,1334824215,85.42,1044.77
3888,250,304,84,128,50.059381,12.541341,923.00,30616,1334824216,84.21,1098.43
3889,250,305,82,129,50.059171,12.541724,922.90,30617,1334824217,82.96,1121.72
3890,250,306,82,129,50.058961,12.542102,923.30,30618,1334824218,82.88,1038.95
3891,250,307,82,130,50.058753,12.542477,923.40,30619,1334824219,82.37,1066.82
3892,250,308,81,130,50.058543,12.542849,924.40,30620,1334824220,81.91,1041.65
3893,250,309,82,130,50.058334,12.543214,925.30,30621,1334824221,82.30,1022.37
3894,250,310,82,130,50.058124,12.543574,926.60,30622,1334824222,82.96,975.48
3895,250,311,83,131,50.057918,12.543931,928.90,30623,1334824223,83.94,991.90
3896,250,312,85,131,50.057711,12.544285,930.70,30624,1334824224,85.69,901.61
3897,250,313,86,131,50.057503,12.544639,931.50,30625,1334824225,86.08,777.58
3898,250,314,88,131,50.057296,12.544994,932.90,30626,1334824226,88.23,698.25
3899,250,315,90,132,50.057088,12.545349,934.40,30627,1334824227,90.69,587.43
3900,250,316,93,132,50.056881,12.545704,935.90,30628,1334824228,93.31,616.06
3901,250,317,94,132,50.056673,12.546059,936.80,30629,1334824229,94.48,661.85
3902,250,318,96,132,50.056464,12.546416,937.40,30630,1334824230,96.20,674.68
3903,250,319,98,132,50.056257,12.546777,937.40,30631,1334824231,98.15,723.95
3904,250,320,99,132,50.056052,12.547145,936.30,30632,1334824232,99.94,747.76
3905,250,321,100,131,50.055848,12.547520,934.40,30633,1334824233,100.14,799.91
3906,250,322,99,131,50.055651,12.547906,932.70,30634,1334824234,99.04,737.14
3907,250,323,97,130,50.055459,12.548302,931.50,30635,1334824235,97.99,822.27
3908,250,324,97,129,50.055272,12.548706,930.40,30636,1334824236,97.48,776.50
3909,250,325,97,128,50.055083,12.549111,930.00,30637,1334824237,97.01,805.40
3910,250,326,96,126,50.054894,12.549516,929.40,30638,1334824238,96.04,716.87
