line,recs,set,old_Line,old_RECS,UsedAlt_m,Ghead_deg,Lat_deg,Lon_deg,Galt_m,Gtm_sec,Epoch_sec,mereni
60,2887,1,60,2887,129,17,50.72588200,15.56931800,455.10,30967,1434530167,129.96
60,2888,1,60,2888,128,10,50.72614500,15.56929500,454.50,30968,1434530168,128.31
60,2889,1,60,2889,128,1,50.72640400,15.56920800,453.50,30969,1434530169,268.80
60,2890,1,60,2890,128,352,50.72665300,15.56905700,452.40,30970,1434530170,107.86
60,2891,1,60,2891,128,344,50.72688700,15.56884600,451.60,30971,1434530171,57.45
60,2892,1,60,2892,126,335,50.72710300,15.56858400,451.10,30972,1434530172,15.46
60,2893,1,60,2893,124,326,50.72729800,15.56828100,450.30,30973,1434530173,243.25
60,2894,1,60,2894,123,319,50.72746700,15.56794200,449.20,30974,1434530174,348.91
60,2895,1,60,2895,120,312,50.72760400,15.56757300,448.50,30975,1434530175,230.67
60,2896,1,60,2896,119,297,50.72771100,15.56718500,448.10,30976,1434530176,157.99
60,2897,1,60,2897,117,290,50.72778700,15.56678500,447.60,30977,1434530177,275.42
60,2898,1,60,2898,114,290,50.72782400,15.56638300,447.10,30978,1434530178,156.42
60,2899,1,60,2899,112,282,50.72782200,15.56599300,446.80,30979,1434530179,320.34
60,2900,1,60,2900,110,274,50.72777800,15.56562300,446.30,30980,1434530180,236.83
60,2901,1,60,2901,108,265,50.72769300,15.56528500,445.40,30981,1434530181,312.33
60,2902,1,60,2902,106,254,50.72757000,15.56498700,444.10,30982,1434530182,303.87
60,2903,1,60,2903,106,243,50.72741200,15.56473500,442.20,30983,1434530183,65.72
60,2904,1,60,2904,105,231,50.72722100,15.56453700,439.60,30984,1434530184,152.83
60,2905,1,60,2905,104,219,50.72700600,15.56438700,436.60,30985,1434530185,53.48
60,2906,1,60,2906,102,208,50.72677500,15.56426700,433.00,30986,1434530186,183.24
60,2907,1,60,2907,100,201,50.72653400,15.56415800,429.00,30987,1434530187,346.90
60,2908,1,60,2908,99,197,50.72628300,15.56405600,424.90,30988,1434530188,371.08
60,2909,1,60,2909,97,196,50.72602100,15.56396400,421.00,30989,1434530189,311.43
60,2910,1,60,2910,94,194,50.72575000,15.56388400,417.10,30990,1434530190,239.59
60,2911,1,60,2911,91,192,50.72547000,15.56382200,414.10,30991,1434530191,394.69
60,2912,1,60,2912,90,190,50.72518100,15.56378000,412.30,30992,1434530192,158.28
60,2913,1,60,2913,87,187,50.72488700,15.56375700,411.30,30993,1434530193,393.83
60,2914,1,60,2914,85,182,50.72458700,15.56374900,410.60,30994,1434530194,406.93
60,2915,1,60,2915,83,182,50.72428400,15.56375300,410.10,30995,1434530195,257.00
60,2916,1,60,2916,83,181,50.72397700,15.56376600,409.70,30996,1434530196,173.64
60,2917,1,60,2917,83,179,50.72366700,15.56378700,409.00,30997,1434530197,28.84
60,2918,1,60,2918,83,178,50.72335500,15.56381000,408.30,30998,1434530198,197.28
60,2919,1,60,2919,84,178,50.72304300,15.56384200,407.80,30999,1434530199,234.69
60,2920,1,60,2920,85,177,50.72273000,15.56388500,407.10,31000,1434530200,140.68
60,2921,1,60,2921,85,175,50.72241700,15.56392400,406.40,31001,1434530201,326.41
60,2922,1,60,2922,85,175,50.72210100,15.56395300,405.90,31002,1434530202,3.38
60,2923,1,60,2923,84,176,50.72178500,15.56398000,405.60,31003,1434530203,250.96
60,2924,1,60,2924,83,177,50.72146800,15.56400700,405.50,31004,1434530204,211.79
60,2925,1,60,2925,84,177,50.72115200,15.56403700,405.00,31005,1434530205,72.65
60,2926,1,60,2926,86,177,50.72083500,15.56407200,404.20,31006,1434530206,319.76
60,2927,1,60,2927,88,176,50.72051900,15.56410900,403.30,31007,1434530207,46.79
60,2928,1,60,2928,89,176,50.72020300,15.56414100,402.10,31008,1434530208,183.29
60,2929,1,60,2929,90,176,50.71988800,15.56417200,400.90,31009,1434530209,384.77
60,2930,1,60,2930,91,176,50.71957300,15.56420000,400.30,31010,1434530210,293.52
60,2931,1,60,2931,93,177,50.71926100,15.56422400,400.90,31011,1434530211,305.09
60,2932,1,60,2932,93,178,50.71895200,15.56424200,402.30,31012,1434530212,221.56
60,2933,1,60,2933,93,178,50.71864300,15.56425200,403.30,31013,1434530213,90.22
60,2934,1,60,2934,94,178,50.71833700,15.56425600,404.10,31014,1434530214,391.59
60,2935,1,60,2935,96,179,50.71803200,15.56425500,404.40,31015,1434530215,110.99
60,2936,1,60,2936,98,180,50.71772900,15.56425100,404.40,31016,1434530216,98.35
60,2937,1,60,2937,100,180,50.71743000,15.56423800,404.40,31017,1434530217,379.63
60,2938,1,60,2938,102,181,50.71713300,15.56421800,404.40,31018,1434530218,120.77
60,2939,1,60,2939,104,182,50.71683900,15.56419000,404.20,31019,1434530219,197.47
60,2940,1,60,2940,106,183,50.71654900,15.56415400,403.90,31020,1434530220,208.18
60,2941,1,60,2941,107,184,50.71626100,15.56411400,403.50,31021,1434530221,397.80
60,2942,1,60,2942,107,185,50.71597700,15.56407000,403.40,31022,1434530222,526.68
60,2943,1,60,2943,106,185,50.71569600,15.56402500,403.20,31023,1434530223,258.67
60,2944,1,60,2944,104,186,50.71541700,15.56398200,402.70,31024,1434530224,96.95
60,2945,1,60,2945,101,186,50.71513900,15.56394300,402.10,31025,1434530225,467.55
60,2946,1,60,2946,98,185,50.71486400,15.56390500,401.30,31026,1434530226,574.48
60,2947,1,60,2947,96,185,50.71459100,15.56386200,400.70,31027,1434530227,6.25
60,2948,1,60,2948,95,185,50.71432200,15.56381300,400.10,31028,1434530228,288.70
60,2949,1,60,2949,93,186,50.71405500,15.56376300,399.40,31029,1434530229,703.47
60,2950,1,60,2950,91,187,50.71379200,15.56371200,398.80,31030,1434530230,450.57
60,2951,1,60,2951,89,187,50.71353200,15.56365900,398.90,31031,1434530231,396.24
60,2952,1,60,2952,87,187,50.71327600,15.56360300,399.20,31032,1434530232,141.45
60,2953,1,60,2953,85,188,50.71302300,15.56354600,399.80,31033,1434530233,551.94
60,2954,1,60,2954,83,188,50.71277200,15.56349300,400.40,31034,1434530234,158.42
60,2955,1,60,2955,81,188,50.71252500,15.56344800,401.40,31035,1434530235,624.26
60,2956,1,60,2956,79,187,50.71228000,15.56340600,402.60,31036,1434530236,149.69
60,2957,1,60,2957,78,186,50.71204000,15.56336200,404.00,31037,1434530237,316.91
60,2958,1,60,2958,76,186,50.71180200,15.56331600,405.90,31038,1434530238,139.51
60,2959,1,60,2959,74,187,50.71156900,15.56327100,408.20,31039,1434530239,84.58
60,2960,1,60,2960,73,187,50.71134000,15.56322800,410.90,31040,1434530240,105.02
60,2961,1,60,2961,74,187,50.71111500,15.56319000,413.60,31041,1434530241,33.17
60,2962,1,60,2962,76,186,50.71089200,15.56315700,416.30,31042,1434530242,305.61
60,2963,1,60,2963,78,186,50.71067300,15.56313900,418.60,31043,1434530243,95.76
60,2964,1,60,2964,81,182,50.71045300,15.56313400,420.70,31044,1434530244,42.56
60,2965,1,60,2965,84,182,50.71023400,15.56313800,422.50,31045,1434530245,182.46
60,2966,1,60,2966,85,180,50.71001400,15.56315000,423.80,31046,1434530246,54.11
60,2967,1,60,2967,87,179,50.70979300,15.56316500,425.00,31047,1434530247,308.25
60,2968,1,60,2968,88,178,50.70957000,15.56318100,426.00,31048,1434530248,314.57
60,2969,1,60,2969,90,177,50.70934700,15.56319600,426.90,31049,1434530249,238.79
60,2970,1,60,2970,90,177,50.70912200,15.56320300,428.00,31050,1434530250,588.58
60,2971,1,60,2971,92,178,50.70889700,15.56320900,428.90,31051,1434530251,406.65
60,2972,1,60,2972,95,179,50.70867200,15.56321300,429.50,31052,1434530252,560.53
60,2973,1,60,2973,97,179,50.70844400,15.56321800,429.50,31053,1434530253,422.96
60,2974,1,60,2974,99,179,50.70821400,15.56322300,429.60,31054,1434530254,125.51
60,2975,1,60,2975,99,179,50.70798300,15.56323000,429.70,31055,1434530255,345.69
60,2976,1,60,2976,98,179,50.70775000,15.56323800,429.60,31056,1434530256,26.70
60,2977,1,60,2977,97,179,50.70751400,15.56324300,429.40,31057,1434530257,404.17
60,2978,1,60,2978,97,179,50.70727700,15.56324500,428.70,31058,1434530258,344.60
60,2979,1,60,2979,97,179,50.70703800,15.56324000,427.80,31059,1434530259,290.25
60,2980,1,60,2980,97,180,50.70679700,15.56323300,426.60,31060,1434530260,63.83
60,2981,1,60,2981,95,181,50.70655500,15.56322700,425.10,31061,1434530261,493.60
60,2982,1,60,2982,90,181,50.70631000,15.56321800,423.70,31062,1434530262,94.68
60,2983,1,60,2983,82,181,50.70606400,15.56320300,422.50,31063,1434530263,700.75
60,2984,1,60,2984,78,182,50.70581700,15.56318500,421.60,31064,1434530264,126.93
60,2985,1,60,2985,71,182,50.70556900,15.56316100,421.20,31065,1434530265,155.50
60,2986,1,60,2986,66,183,50.70532000,15.56313300,421.20,31066,1434530266,595.81
60,2987,1,60,2987,64,184,50.70506800,15.56309900,421.80,31067,1434530267,21.81
60,2988,1,60,2988,64,185,50.70481500,15.56306200,422.60,31068,1434530268,83.41
60,2989,1,60,2989,68,185,50.70455800,15.56302600,423.40,31069,1434530269,235.60
60,2990,1,60,2990,74,185,50.70430000,15.56298200,424.00,31070,1434530270,180.14
60,2991,1,60,2991,79,185,50.70403900,15.56293300,424.50,31071,1434530271,373.18
60,2992,1,60,2992,82,187,50.70377700,15.56288200,425.10,31072,1434530272,283.85
60,2993,1,60,2993,83,187,50.70351200,15.56282900,425.60,31073,1434530273,259.98
60,2994,1,60,2994,82,187,50.70324600,15.56277200,426.20,31074,1434530274,379.83
60,2995,1,60,2995,81,187,50.70297800,15.56271200,426.70,31075,1434530275,444.66
60,2996,1,60,2996,80,188,50.70270700,15.56264700,427.60,31076,1434530276,766.34
60,2997,1,60,2997,81,188,50.70243400,15.56257900,428.50,31077,1434530277,391.84
60,2998,1,60,2998,82,189,50.70215800,15.56250900,428.70,31078,1434530278,322.04
60,2999,1,60,2999,84,189,50.70187900,15.56243700,428.40,31079,1434530279,273.56
60,3000,1,60,3000,85,189,50.70159800,15.56237400,427.80,31080,1434530280,26.30
60,3001,1,60,3001,87,189,50.70131500,15.56232400,426.90,31081,1434530281,687.27
60,3002,1,60,3002,87,187,50.70103300,15.56228700,426.00,31082,1434530282,656.67
60,3003,1,60,3003,88,185,50.70075200,15.56225800,425.10,31083,1434530283,384.57
60,3004,1,60,3004,88,184,50.70047100,15.56223200,424.20,31084,1434530284,631.35
60,3005,1,60,3005,88,184,50.70019200,15.56220400,423.40,31085,1434530285,698.49
60,3006,1,60,3006,88,183,50.69991500,15.56217700,423.20,31086,1434530286,598.00
60,3007,1,60,3007,87,184,50.69964000,15.56215400,423.50,31087,1434530287,668.04
60,3008,1,60,3008,86,183,50.69936500,15.56213400,423.60,31088,1434530288,640.50
60,3009,1,60,3009,85,183,50.69909200,15.56211700,423.70,31089,1434530289,902.80
60,3010,1,60,3010,85,183,50.69881800,15.56210200,423.80,31090,1434530290,877.12
60,3011,1,60,3011,85,182,50.69854500,15.56208800,423.70,31091,1434530291,674.28
60,3012,1,60,3012,84,182,50.69827200,15.56207600,423.40,31092,1434530292,843.35
60,3013,1,60,3013,83,182,50.69799800,15.56206500,423.10,31093,1434530293,595.47
60,3014,1,60,3014,82,181,50.69772400,15.56205600,422.60,31094,1434530294,604.99
60,3015,1,60,3015,82,181,50.69745000,15.56204700,422.50,31095,1434530295,521.83
60,3016,1,60,3016,81,181,50.69717600,15.56204000,422.60,31096,1434530296,37.46
60,3017,1,60,3017,81,181,50.69690300,15.56203400,422.70,31097,1434530297,196.77
60,3018,1,60,3018,81,181,50.69663000,15.56202800,422.80,31098,1434530298,451.66
60,3019,1,60,3019,81,181,50.69635600,15.56202100,423.10,31099,1434530299,324.06
60,3020,1,60,3020,82,181,50.69608300,15.56201300,423.50,31100,1434530300,603.41
60,3021,1,60,3021,83,181,50.69581000,15.56200700,423.70,31101,1434530301,219.63
60,3022,1,60,3022,83,181,50.69553700,15.56200400,423.80,31102,1434530302,397.56
60,3023,1,60,3023,81,181,50.69526600,15.56200300,424.50,31103,1434530303,313.62
60,3024,1,60,3024,79,180,50.69499600,15.56200200,425.60,31104,1434530304,358.25
60,3025,1,60,3025,76,180,50.69472900,15.56199800,427.00,31105,1434530305,450.01
60,3026,1,60,3026,75,180,50.69446300,15.56198900,428.10,31106,1434530306,827.17
60,3027,1,60,3027,76,181,50.69420100,15.56197500,429.00,31107,1434530307,430.51
60,3028,1,60,3028,78,181,50.69394500,15.56195300,430.20,31108,1434530308,470.50
60,3029,1,60,3029,82,183,50.69369300,15.56192300,431.30,31109,1434530309,281.58
60,3030,1,60,3030,86,184,50.69344600,15.56188400,432.40,31110,1434530310,291.84
60,3031,1,60,3031,89,185,50.69320400,15.56183600,433.50,31111,1434530311,137.70
60,3032,1,60,3032,91,187,50.69296600,15.56178600,434.90,31112,1434530312,54.76
60,3033,1,60,3033,92,188,50.69273000,15.56173600,436.10,31113,1434530313,316.20
60,3034,1,60,3034,94,187,50.69249800,15.56168800,437.00,31114,1434530314,564.30
60,3035,1,60,3035,95,187,50.69226700,15.56164300,438.00,31115,1434530315,79.61
60,3036,1,60,3036,96,187,50.69203600,15.56160300,438.90,31116,1434530316,498.84
60,3037,1,60,3037,97,186,50.69180300,15.56156500,439.80,31117,1434530317,547.38
60,3038,1,60,3038,98,186,50.69156900,15.56152600,441.20,31118,1434530318,708.59
60,3039,1,60,3039,99,186,50.69133400,15.56148600,443.20,31119,1434530319,61.73
60,3040,1,60,3040,99,186,50.69109700,15.56144600,445.40,31120,1434530320,722.12
60,3041,1,60,3041,101,186,50.69085800,15.56140500,447.70,31121,1434530321,66.44
60,3042,1,60,3042,101,186,50.69061500,15.56136900,450.10,31122,1434530322,511.65
60,3043,1,60,3043,102,186,50.69036900,15.56134000,452.10,31123,1434530323,470.30
60,3044,1,60,3044,103,185,50.69011900,15.56131100,453.40,31124,1434530324,405.68
60,3045,1,60,3045,103,184,50.68986400,15.56128000,454.80,31125,1434530325,297.90
60,3046,1,60,3046,103,184,50.68960400,15.56125100,456.70,31126,1434530326,861.53
60,3047,1,60,3047,103,184,50.68934000,15.56122100,459.10,31127,1434530327,536.37
60,3048,1,60,3048,102,184,50.68907200,15.56119200,461.40,31128,1434530328,235.54
60,3049,1,60,3049,103,184,50.68879900,15.56116700,463.20,31129,1434530329,446.93
60,3050,1,60,3050,104,184,50.68852200,15.56114500,464.90,31130,1434530330,265.96
60,3051,1,60,3051,105,183,50.68824100,15.56113000,466.20,31131,1434530331,746.33
60,3052,1,60,3052,106,182,50.68795500,15.56112100,467.20,31132,1434530332,278.34
60,3053,1,60,3053,107,182,50.68766400,15.56111600,468.50,31133,1434530333,625.26
60,3054,1,60,3054,105,181,50.68736700,15.56110600,469.80,31134,1434530334,273.00
60,3055,1,60,3055,104,181,50.68706500,15.56109700,471.10,31135,1434530335,452.42
60,3056,1,60,3056,100,181,50.68676000,15.56109300,472.20,31136,1434530336,130.70
60,3057,1,60,3057,95,181,50.68645000,15.56109400,472.80,31137,1434530337,341.86
60,3058,1,60,3058,92,180,50.68613600,15.56109500,473.10,31138,1434530338,439.25
60,3059,1,60,3059,91,180,50.68581700,15.56108900,473.20,31139,1434530339,342.07
60,3060,1,60,3060,91,180,50.68549500,15.56107700,473.00,31140,1434530340,432.80
60,3061,1,60,3061,90,181,50.68516900,15.56106000,472.70,31141,1434530341,66.89
60,3062,1,60,3062,88,182,50.68483900,15.56104100,472.70,31142,1434530342,227.95
60,3063,1,60,3063,88,182,50.68450700,15.56102400,472.90,31143,1434530343,327.51
60,3064,1,60,3064,88,182,50.68417200,15.56100300,472.70,31144,1434530344,373.07
60,3065,1,60,3065,89,182,50.68383600,15.56098200,472.30,31145,1434530345,314.42
60,3066,1,60,3066,91,183,50.68349900,15.56096100,471.80,31146,1434530346,12.36
60,3067,1,60,3067,96,182,50.68316300,15.56093700,471.20,31147,1434530347,22.53
60,3068,1,60,3068,105,182,50.68282800,15.56091100,470.60,31148,1434530348,323.01
60,3069,1,60,3069,111,183,50.68249300,15.56088700,469.80,31149,1434530349,37.81
60,3070,1,60,3070,123,182,50.68215800,15.56086400,468.80,31150,1434530350,153.43
60,3071,1,60,3071,133,182,50.68182400,15.56083900,468.00,31151,1434530351,132.34
60,3072,1,60,3072,139,182,50.68149200,15.56080800,467.40,31152,1434530352,353.81
60,3073,1,60,3073,141,183,50.68116200,15.56077400,466.70,31153,1434530353,237.95
60,3074,1,60,3074,144,183,50.68083500,15.56073500,466.30,31154,1434530354,172.41
60,3075,1,60,3075,145,184,50.68051000,15.56069500,465.80,31155,1434530355,119.26
60,3076,1,60,3076,145,184,50.68018600,15.56065400,465.30,31156,1434530356,14.78
60,3077,1,60,3077,145,184,50.67986400,15.56061100,464.50,31157,1434530357,266.90
60,3078,1,60,3078,144,185,50.67954300,15.56056700,463.60,31158,1434530358,63.39
60,3079,1,60,3079,143,185,50.67922500,15.56052400,462.60,31159,1434530359,75.64
60,3080,1,60,3080,141,185,50.67890900,15.56048000,461.60,31160,1434530360,429.27
60,3081,1,60,3081,139,185,50.67859400,15.56043300,460.60,31161,1434530361,296.09
60,3082,1,60,3082,138,185,50.67828200,15.56038500,459.70,31162,1434530362,272.85
60,3083,1,60,3083,137,185,50.67797200,15.56033600,458.70,31163,1434530363,305.40
60,3084,1,60,3084,136,186,50.67797200,15.56033600,458.70,31163,1434530363,149.88
60,3085,1,60,3085,135,186,50.67735600,15.56023800,456.70,31165,1434530365,235.22
60,3086,1,60,3086,135,186,50.67705100,15.56019200,455.70,31166,1434530366,281.84
60,3087,1,60,3087,135,186,50.67674800,15.56014900,454.70,31167,1434530367,211.37
60,3088,1,60,3088,138,185,50.67644600,15.56011500,453.60,31168,1434530368,232.73
60,3089,1,60,3089,143,185,50.67614600,15.56009400,452.70,31169,1434530369,134.15
60,3090,1,60,3090,149,183,50.67584800,15.56008400,451.80,31170,1434530370,128.40
60,3091,1,60,3091,152,182,50.67555200,15.56008300,451.00,31171,1434530371,240.08
60,3092,1,60,3092,158,181,50.67525800,15.56008700,450.20,31172,1434530372,16.83
60,3093,1,60,3093,162,180,50.67496500,15.56009800,449.30,31173,1434530373,301.20
60,3094,1,60,3094,166,179,50.67467500,15.56011200,448.30,31174,1434530374,109.82
60,3095,1,60,3095,168,178,50.67438600,15.56013100,447.30,31175,1434530375,114.76
60,3096,1,60,3096,170,178,50.67409800,15.56015200,446.30,31176,1434530376,97.03
60,3097,1,60,3097,171,178,50.67381200,15.56017400,445.40,31177,1434530377,195.65
60,3098,1,60,3098,171,177,50.67352700,15.56019400,444.50,31178,1434530378,236.35
60,3099,1,60,3099,170,177,50.67324500,15.56020400,443.80,31179,1434530379,520.72
60,3100,1,60,3100,169,178,50.67296500,15.56020100,443.40,31180,1434530380,77.61
60,3101,1,60,3101,166,179,50.67268900,15.56018200,443.60,31181,1434530381,125.72
60,3102,1,60,3102,161,182,50.67241500,15.56014700,444.10,31182,1434530382,113.10
60,3103,1,60,3103,153,182,50.67214600,15.56009700,444.70,31183,1434530383,460.52
60,3104,1,60,3104,148,186,50.67187800,15.56004100,444.90,31184,1434530384,395.99
60,3105,1,60,3105,138,187,50.67161000,15.55998300,445.00,31185,1434530385,161.28
60,3106,1,60,3106,130,188,50.67134200,15.55992600,444.80,31186,1434530386,20.98
60,3107,1,60,3107,126,188,50.67107300,15.55987300,444.00,31187,1434530387,146.49
60,3108,1,60,3108,126,187,50.67080400,15.55982300,443.20,31188,1434530388,129.09
60,3109,1,60,3109,127,187,50.67053500,15.55977700,442.50,31189,1434530389,65.55
60,3110,1,60,3110,130,186,50.67026600,15.55973200,441.70,31190,1434530390,423.63
60,3111,1,60,3111,132,186,50.66999600,15.55968600,440.80,31191,1434530391,63.43
60,3112,1,60,3112,130,186,50.66972600,15.55964300,440.10,31192,1434530392,149.74
60,3113,1,60,3113,128,186,50.66945700,15.55960200,439.50,31193,1434530393,28.07
60,3114,1,60,3114,121,186,50.66918700,15.55956800,439.10,31194,1434530394,226.74
60,3115,1,60,3115,113,185,50.66891700,15.55954300,438.90,31195,1434530395,84.02
60,3116,1,60,3116,105,184,50.66864600,15.55953000,438.90,31196,1434530396,157.31
60,3117,1,60,3117,99,182,50.66837500,15.55952800,439.10,31197,1434530397,78.88
60,3118,1,60,3118,96,181,50.66810400,15.55953300,439.50,31198,1434530398,232.45
60,3119,1,60,3119,91,180,50.66783400,15.55954500,439.80,31199,1434530399,22.18
60,3120,1,60,3120,87,178,50.66756100,15.55956300,440.60,31200,1434530400,341.70
60,3121,1,60,3121,83,178,50.66728800,15.55958900,441.80,31201,1434530401,243.63
60,3122,1,60,3122,81,177,50.66701400,15.55962100,443.20,31202,1434530402,205.78
60,3123,1,60,3123,79,176,50.66673600,15.55965400,444.30,31203,1434530403,85.85
60,3124,1,60,3124,77,176,50.66645600,15.55968800,445.00,31204,1434530404,267.29
60,3125,1,60,3125,75,176,50.66617300,15.55972100,445.40,31205,1434530405,206.13
60,3126,1,60,3126,74,176,50.66588700,15.55975200,445.90,31206,1434530406,303.60
60,3127,1,60,3127,74,176,50.66559900,15.55978300,446.10,31207,1434530407,350.85
60,3128,1,60,3128,74,176,50.66531000,15.55981100,445.80,31208,1434530408,321.30
60,3129,1,60,3129,73,176,50.66501900,15.55983200,445.40,31209,1434530409,401.50
60,3130,1,60,3130,73,177,50.66472600,15.55984700,445.30,31210,1434530410,352.24
60,3131,1,60,3131,73,178,50.66443200,15.55985900,445.50,31211,1434530411,293.98
60,3132,1,60,3132,74,178,50.66413700,15.55986200,446.30,31212,1434530412,138.23
60,3133,1,60,3133,76,179,50.66384300,15.55984900,446.90,31213,1434530413,137.94
60,3134,1,60,3134,78,181,50.66355000,15.55981800,447.10,31214,1434530414,38.36
60,3135,1,60,3135,80,183,50.66325800,15.55976900,447.20,31215,1434530415,252.54
60,3136,1,60,3136,84,187,50.66296800,15.55970600,447.10,31216,1434530416,356.68
60,3137,1,60,3137,89,187,50.66267800,15.55963600,447.10,31217,1434530417,142.12
60,3138,1,60,3138,92,188,50.66238800,15.55955600,447.50,31218,1434530418,299.79
60,3139,1,60,3139,95,189,50.66209700,15.55946900,448.40,31219,1434530419,229.03
60,3140,1,60,3140,96,190,50.66180500,15.55937500,448.60,31220,1434530420,287.72
60,3141,1,60,3141,99,191,50.66151100,15.55928100,447.80,31221,1434530421,121.71
60,3142,1,60,3142,105,192,50.66121400,15.55919200,446.50,31222,1434530422,310.72
60,3143,1,60,3143,112,191,50.66091500,15.55910800,445.20,31223,1434530423,154.55
60,3144,1,60,3144,117,190,50.66061400,15.55903000,444.00,31224,1434530424,135.51
60,3145,1,60,3145,126,190,50.66031100,15.55895900,443.00,31225,1434530425,377.45
60,3146,1,60,3146,135,189,50.66000600,15.55889800,441.80,31226,1434530426,228.92
60,3147,1,60,3147,139,188,50.65969900,15.55884800,440.50,31227,1434530427,21.18
60,3148,1,60,3148,136,186,50.65939200,15.55881900,439.10,31228,1434530428,100.40
60,3149,1,60,3149,132,185,50.65908200,15.55881100,437.60,31229,1434530429,75.73
60,3150,1,60,3150,123,182,50.65877400,15.55881400,436.70,31230,1434530430,368.79
60,3151,1,60,3151,114,180,50.65846500,15.55882300,436.50,31231,1434530431,213.32
60,3152,1,60,3152,107,179,50.65815900,15.55884000,436.60,31232,1434530432,445.32
60,3153,1,60,3153,105,179,50.65785200,15.55886300,436.60,31233,1434530433,117.23
60,3154,1,60,3154,102,178,50.65754800,15.55889100,436.60,31234,1434530434,212.39
60,3155,1,60,3155,100,177,50.65724400,15.55892100,436.60,31235,1434530435,174.04
60,3156,1,60,3156,97,176,50.65694200,15.55895000,436.70,31236,1434530436,400.64
60,3157,1,60,3157,94,177,50.65664200,15.55897900,437.80,31237,1434530437,165.55
60,3158,1,60,3158,92,177,50.65634400,15.55900300,439.90,31238,1434530438,283.59
60,3159,1,60,3159,89,177,50.65604700,15.55902000,442.50,31239,1434530439,218.37
60,3160,1,60,3160,86,178,50.65575100,15.55902600,444.90,31240,1434530440,328.91
60,3161,1,60,3161,85,179,50.65545500,15.55902500,446.70,31241,1434530441,218.97
50,3162,1,50,3162,85,180,50.65516000,15.55901600,448.10,31242,1434530442,438.52
40,3163,1,40,3163,85,181,50.65486600,15.55900000,449.40,31243,1434530443,46.35
30,3164,1,30,3164,87,181,50.65457300,15.55897300,450.30,31244,1434530444,393.28
30,3165,1,30,3165,89,183,50.65428000,15.55893800,450.90,31245,1434530445,429.68
30,3166,1,30,3166,91,184,50.65398800,15.55889900,451.00,31246,1434530446,358.42
30,3167,1,30,3167,93,185,50.65369800,15.55886200,450.80,31247,1434530447,184.58
30,3168,1,30,3168,95,184,50.65341300,15.55884300,451.10,31248,1434530448,405.32
30,3169,1,30,3169,95,184,50.65313100,15.55886700,451.70,31249,1434530449,100.66
30,3170,1,30,3170,93,180,50.65285600,15.55894000,452.10,31250,1434530450,221.87
30,3171,1,30,3171,93,173,50.65258900,15.55905900,452.40,31251,1434530451,39.73
30,3172,1,30,3172,93,167,50.65233100,15.55922200,452.10,31252,1434530452,318.78
30,3173,1,30,3173,93,161,50.65208000,15.55941300,451.20,31253,1434530453,211.80
30,3174,1,30,3174,90,156,50.65183100,15.55960500,450.60,31254,1434530454,325.51
30,3175,1,30,3175,86,154,50.65157800,15.55977700,450.30,31255,1434530455,129.73
30,3176,1,30,3176,83,156,50.65131900,15.55991400,450.10,31256,1434530456,185.09
30,3177,1,30,3177,79,159,50.65105300,15.56000400,450.00,31257,1434530457,23.95
30,3178,1,30,3178,76,165,50.65078700,15.56004200,450.60,31258,1434530458,290.10
30,3179,1,30,3179,74,172,50.65052400,15.56002500,451.70,31259,1434530459,192.22
30,3180,1,30,3180,73,179,50.65027000,15.55995500,453.00,31260,1434530460,198.48
30,3181,1,30,3181,71,186,50.65002800,15.55983500,454.50,31261,1434530461,385.38
30,3182,1,30,3182,71,194,50.64980000,15.55967100,455.50,31262,1434530462,365.63
30,3183,1,30,3183,72,201,50.64958600,15.55946400,456.00,31263,1434530463,23.16
30,3184,1,30,3184,74,208,50.64939000,15.55921700,456.00,31264,1434530464,121.26
30,3185,1,30,3185,75,222,50.64921300,15.55893600,455.50,31265,1434530465,342.06
30,3186,1,30,3186,77,222,50.64905800,15.55862300,454.70,31266,1434530466,59.03
30,3187,1,30,3187,78,228,50.64892900,15.55828100,453.50,31267,1434530467,283.41
30,3188,1,30,3188,78,236,50.64882800,15.55791700,452.20,31268,1434530468,301.18
30,3189,1,30,3189,78,243,50.64875800,15.55753400,451.10,31269,1434530469,73.77
30,3190,1,30,3190,77,250,50.64872400,15.55714400,450.00,31270,1434530470,117.30
30,3191,1,30,3191,75,258,50.64872900,15.55675300,448.70,31271,1434530471,110.32
30,3192,1,30,3192,73,267,50.64877000,15.55637100,447.60,31272,1434530472,333.38
30,3193,1,30,3193,73,275,50.64884900,15.55600900,446.20,31273,1434530473,35.44
30,3194,1,30,3194,71,284,50.64896400,15.55567900,444.90,31274,1434530474,376.89
30,3195,1,30,3195,70,294,50.64911100,15.55539100,443.70,31275,1434530475,413.30
30,3196,1,30,3196,69,304,50.64928400,15.55515200,442.60,31276,1434530476,170.51
30,3197,1,30,3197,68,314,50.64947400,15.55497200,441.60,31277,1434530477,81.76
30,3198,1,30,3198,68,324,50.64967600,15.55485300,440.90,31278,1434530478,178.65
30,3199,1,30,3199,67,335,50.64988100,15.55479100,440.50,31279,1434530479,421.93
30,3200,1,30,3200,66,344,50.65008400,15.55477400,440.60,31280,1434530480,118.47
30,3201,1,30,3201,64,353,50.65028100,15.55478600,440.70,31281,1434530481,319.34
30,3202,1,30,3202,63,360,50.65047400,15.55480700,440.80,31282,1434530482,9.79
